id_sesion,fecha,spot,altura_ola_m,periodo_s,direccion_swell,viento_kmh,direccion_viento,marea,temp_agua,num_surfistas,valoracion,buena_sesion
S100618,2023-06-16,Mundaka,1.13,10.6,351,14.2,S,baja,19.6,16,4,No
S101737,2024-03-12,Mundaka,0.2,12.2,294,6.4,S,media,15.1,15,4,No
S100508,2024-04-30,Zarautz ,1.44,13.6,357,12.4,W,media,17.5,24,4,Yes
S101844,2023-02-05,Pantin ,0.36,11.5,294,13.2,NE,baja,19.1,21,4,No
S100736,2023-08-25,Pantin,3.36,14.4,288,15.9,N,alta,13.3,32,4,No
S101518,2023-04-01,Sopela,0.62,7.1,337,,,alta,19.0,18,3,No
S101674,2025-02-04,Pantin,0.77,11.5,286,4.8,W,baja,17.1,18,4,Yes
S101167,2024-06-12,Sopela,1.13,9.2,328,31.9,NE,alta,23.0,18,3,No
S100867,2023-04-12,Rodiles ,1.48,10.5,306,2.4,SE,alta,18.4,29,4,Yes
S100459,2023-11-10,Mundaka,1.11,9.5,307,10.5,W,baja,16.4,21,4,No
S100947,2023-09-04,Mundaka,1.62,8.9,350,2.7,N,baja,16.8,21,4,Yes
S100062,2023-08-07,Sopela,1.67,8.2,315,8.2,SE,media,17.6,25,4,No
S101829,2023-08-23,Rodiles,0.3,4.4,281,33.5,S,media,17.4,10,3,No
S100871,2024-01-19,Zarautz,1.11,14.9,297,43.4,S,baja,17.6,21,4,Yes
S101336,2025-01-20,Somo,2.84,8.3,251,16.7,SW,media,21.9,32,4,No
S101583,2023-06-20,Sopela ,1.49,13.2,323,29.8,E,alta,13.8,21,3,No
S100457,2024-04-06,Somo,0.72,10.4,278,18.3,NW,baja,13.1,22,3,No
S101327,2024-05-04,Mundaka ,0.66,4.4,283,17.4,S,alta,18.3,18,4,Yes
S100478,2024-06-07,Somo,0.88,6.5,328,23.4,SE,media,16.2,22,4,Yes
S101914,2022-12-29,Zarautz,1.65,8.8,267,6.7,SE,media,17.4,27,5,Yes
S101485,2024-10-10,Rodiles,2.36,7.5,276,9.2,S,alta,15.1,21,4,No
S100870,2023-01-14,Sopela,0.2,11.3,269,7.1,SE,baja,17.0,16,4,No
S100790,2024-10-16,Mundaka,1.55,8.6,325,3.7,SE,baja,13.7,29,4,No
S100617,2024-02-22,Zarautz,0.51,10.9,269,19.6,E,baja,21.5,18,3,No
S101857,2023-01-03,Somo,0.92,8.6,307,26.3,W,baja,16.3,17,4,No
S101380,2024-05-10,Rodiles,0.2,11.0,354,5.5,NE,media,13.8,19,4,No
S101419,2024-06-22,Sopela,0.33,12.6,324,4.1,SE,baja,13.7,22,4,No
S101225,2024-03-07,Rodiles,1.73,11.6,326,21.0,NW,alta,13.9,23,4,Yes
S101624,2024-10-30,Somo,1.7,11.2,355,10.1,N,alta,19.6,23,4,Yes
S100347,2025-02-03,Rodiles,2.93,9.9,274,9.5,N,baja,16.2,33,3,No
S101562,2023-11-17,Zarautz,2.84,8.8,265,,SE,baja,13.2,36,4,No
S101198,2023-04-03,Pantin,1.21,9.1,336,12.4,E,baja,13.8,24,3,No
S100954,2023-09-22,Pantin,0.78,8.5,326,2.9,SE,baja,18.7,25,4,No
S100760,2022-09-30,Zarautz,0.74,9.4,326,11.5,N,baja,15.6,23,4,No
S100446,2023-05-18,Zarautz,0.27,9.1,310,12.0,W,alta,18.1,13,3,No
S100650,2023-02-28,Sopela,2.08,7.3,280,4.0,SW,media,17.1,30,4,No
S101236,2024-09-27,mundaka,3.91,9.5,306,52.0,,media,21.5,32,4,No
S101796,2024-10-24,Rodiles,2.08,12.5,323,26.5,SW,alta,18.6,30,4,Yes
S100379,2023-05-18,Zarautz,0.79,11.8,284,14.9,NW,media,15.3,17,4,No
S100564,2022-10-01,Rodiles,0.46,10.1,341,12.1,N,baja,23.0,24,4,No
S101340,2024-11-03,Somo ,0.2,6.2,328,9.1,NE,media,20.4,10,4,No
S101740,2023-01-05,sopela,0.8,3.0,344,19.4,NE,alta,15.9,21,3,No
S101429,2024-10-06,Pantin,2.01,8.6,273,30.0,N,alta,20.0,18,3,No
S101990,2023-04-07,Somo,0.7,5.7,330,8.0,NW,media,15.4,14,3,No
S101106,2023-01-11,Zarautz,2.57,10.6,281,8.3,N,media,20.6,31,4,No
S100920,2023-04-20,Rodiles,2.66,5.0,358,45.5,SE,baja, ,33,4,No
S100231,2024-03-23,Rodiles,1.53,9.9,283,11.3,SW,alta,14.5,24,4,No
S101463,2024-11-25,Mundaka,0.82,15.9,261,7.8,NE,alta,19.4,15,4,Yes
S100382,2024-02-29,Rodiles,0.51,9.2,299,4.3,W,media,16.0,24,4,No
S101596,2024-04-03,somo,2.47,6.8,317,,NW,alta,16.8,32,3,No
S101971,2022-11-04,Rodiles,0.62,8.3,336,13.3,E,alta,18.6,15,4,No
S100072,2024-06-07,Sopela,1.48,9.8,332,34.3,S,alta,21.5,34,4,Yes
S100070,2022-12-25,Pantin,0.98,10.4,291,35.2,N,alta,18.9,19,4,No
S101333,2023-03-10,pantin,2.38,13.9,257,8.2,SW,baja,15.8,24,4,Yes
S101083,2024-01-03,Somo ,1.2,14.3,347,15.8,SE,media,19.5,38,5,Yes
S100171,2023-06-12,Mundaka,99.0,13.1,336,0.9,SE,media,18.8,29,4,Yes
S101038,2024-08-29,Sopela,1.52,12.6,262,24.3,NW,alta,16.9,25,4,No
S100168,2024-09-07,Sopela,0.43,6.4,329,18.6,N,media,19.3,19,4,No
S100493,2023-07-08,Somo,0.73,13.0,298,18.7,S,media,19.2,19,3,No
S101539,2024-03-21,Somo,3.03,13.9,339,31.4,S,alta,16.9,28,4,No
S101892,2023-06-17,Rodiles,0.78,12.7,352,43.7,NW,baja,17.3,31,3,No
S101157,2024-07-02,Rodiles,0.68,11.5,317,9.7,NW,media,17.7,22,4,No
S100893,2024-05-04,RODILES,1.32,11.1,300,9.1,S,baja,21.3,21,4,Yes
S100272,2024-01-28,Mundaka,1.14,6.8,286,1.9,NW,media,15.4,20,3,No
S101294,2023-04-02,Rodiles,1.06,8.7,337,16.9,NW,media,15.6,23,4,No
S100420,2024-03-18,Rodiles,0.83,9.7,349,9.6,NE,baja,18.7,20,4,No
S100094,2023-06-11,Rodiles,1.63,4.9,293,,,baja,16.7,27,3,No
S101409,2022-10-25,Zarautz,2.88,16.5,330,6.9,SE,baja,17.5,34,4,No
S101582,2024-05-10,SOMO,1.52,15.6,261,6.0,E,baja,19.2,26,4,No
S101593,2024-04-07,mundaka,1.09,9.9,356,25.9,NE,alta,14.3,17,4,No
S100042,2023-07-13,Pantin,0.89,11.0,294,35.6,NW,alta,14.6,14,3,No
S100056,2022-09-05,Somo,1.29,11.4,307,7.8,SE,alta,15.3,21,4,Yes
S101599,2023-05-05,Pantin,0.35,8.6,301,2.3,S,alta,18.1,29,4,No
S101109,2023-05-22,Mundaka ,1.52,13.5,324,19.8,,alta,17.3,22,4,Yes
S101173,2023-08-18,zarautz,0.77,4.9,301,16.6,NW,baja,18.9,21,3,No
S101287,2023-02-06,Zarautz,1.26,9.1,308,11.6,,media,15.6,18,4,No
S100888,2022-12-01,Mundaka,0.67,8.9,359,32.7,,baja,18.7,26,3,No
S100574,2023-01-02,mundaka,2.66,4.5,274,37.4,E,alta,21.2,28,3,No
S100038,2023-09-28,Zarautz,0.58,11.0,347,24.2,NW,baja,16.8,22,3,No
S100306,2024-08-27,Zarautz,2.1,8.1,294,12.7,E,alta,19.3,26,3,No
S101651,2024-01-04,Mundaka,0.58,3.7,317,7.3,S,media,19.8,14,3,No
S100006,2023-05-11,Mundaka,1.41,13.3,282,6.7,SE,baja,13.3,27,4,Yes
S101345,2023-05-25,RODILES,1.46,11.7,261,1.7,NE,media,11.0,29,4,Yes
S100782,2023-08-24,Mundaka,0.2,9.0,307,6.6,,baja,12.2,22,3,No
S100408,2023-12-17,Rodiles,1.51,12.0,345,13.3,W,alta,17.0,21,5,No
S100993,2024-06-07,SOPELA,0.76,8.5,285,6.3,W,baja,18.9,23,4,No
S100781,2023-01-03,Somo,0.62,13.5,356,4.0,,baja,17.9,18,4,No
S100166,2023-05-31,Zarautz,1.06,7.0,296,4.0,W,baja,17.4,21,3,No
S100534,2025-01-28,SOMO,0.67,16.0,360,15.1,SW,media,14.9,22,4,Yes
S100583,2024-06-10,Mundaka,0.5,14.5,283,38.6,E,baja,16.4,13,3,No
S101257,2024-04-01,Somo,0.48,10.6,302,18.2,S,alta,18.2,23,4,Yes
S101908,2022-12-10,Mundaka,2.84,10.3,349,15.4,SW,baja,21.1,26,4,No
S101427,2024-07-10,Rodiles,0.79,9.4,283,16.6,N,media, ,22,3,No
S101713,2024-08-24,pantin,2.35,13.6,263,20.6,SE,media,14.5,24,4,Yes
S101261,2022-12-05,Rodiles,1.09,9.8,303,26.0,S,alta,13.9,27,5,Yes
S101896,2024-10-20,Somo,1.75,5.5,327,19.9,SW,baja,16.2,30,4,No
S101653,2023-05-02,Somo,1.15,11.9,280,3.7,S,media,15.0,17,5,Yes
S101121,2024-06-01,MUNDAKA,1.01,5.7,325,21.9,,media,20.4,27,3,No
S101074,2024-06-03,Sopela,2.0,6.7,272,10.9,SE,media,15.0,24,4,Yes
S100813,2023-12-09,Zarautz,1.93,11.0,352,6.2,W,media,18.7,27,4,No
S100316,2024-08-05,Pantin,0.29,9.7,297,6.1,NE,baja,18.3,18,3,No
S101286,2024-04-15,Rodiles,1.81,7.1,356,8.2,W,media,23.0,26,3,No
S101726,2022-09-08,Rodiles,0.47,8.9,335,7.2,N,media,18.7,16,4,No
S100516,2023-05-05,rodiles,2.85,10.6,304,13.9,SW,baja, ,27,4,Yes
S101858,2022-11-25,Somo,1.41,11.6,252,49.7,NE,baja,19.1,24,3,No
S101874,2023-05-20,sopela,0.73,11.7,269,10.8,NE,alta,20.3,18,3,No
S101993,2022-11-25,Somo,3.76,6.3,325,9.1,N,alta,20.0,31,2,No
S100533,2023-02-17,Zarautz,1.34,6.0,357,20.1,NE,baja,18.7,24,3,No
S100173,2023-03-04,Pantin,0.91,11.4,277,8.4,NE,alta,14.7,21,4,No
S101046,2024-02-19,Zarautz,0.99,11.1,347,13.9,S,media,19.6,23,5,Yes
S100271,2024-07-16,Mundaka,0.45,15.3,272,8.7,NW,alta,16.0,21,4,No
S100548,2024-01-25,Somo,0.72,9.2,314,9.6,N,alta,20.5,13,4,No
S100668,2023-10-11,RODILES,0.26,6.4,343,1.4,S,media,13.9,23,4,No
S101890,2023-03-11,zarautz,1.59,5.6,303,33.9,NW,baja,19.4,25,4,No
S100453,2024-05-02,Mundaka,1.49,10.9,336,2.3,N,alta,16.9,25,4,Yes
S100964,2022-11-13,Rodiles,0.83,7.6,356,8.4,E,media,14.5,22,4,No
S100606,2024-10-23,Zarautz,0.92,7.2,285,12.9,NE,media,12.2,26,4,No
S101701,2023-09-17,Zarautz,0.8,11.9,350,4.2,W,baja,18.6,17,4,No
S101634,2022-11-10,Sopela,1.05,8.6,307,5.2,N,baja,15.8,24,4,No
S100598,2022-12-29,Somo,0.34,8.2,275,11.1,E,alta,18.2,19,4,No
S101947,2023-02-25,Rodiles,1.98,10.2,325,3.3,SE,media,18.6,21,4,Yes
S100570,2024-09-24,Rodiles,0.6,13.8,334,60.0,W,alta,16.7,18,3,No
S100074,2024-11-29,Pantin,1.99,8.9,326,13.4,E,media,19.7,26,4,No
S100061,2024-08-11,Pantin,0.39,15.2,323,26.2,N,alta,22.3,16,5,No
S101989,2023-04-02,Rodiles,0.77,9.7,252,1.9,SE,media,16.8,14,4,Yes
S100809,2024-10-30,rodiles,1.48,12.9,253,,S,baja,19.0,22,4,Yes
S100244,2024-08-23,Somo,0.45,9.4,276,1.1,N,media,20.0,13,4,No
S101102,2024-04-05,Rodiles,0.87,10.2,250,19.5,W,alta,12.2,23,3,No
S101446,2023-01-12,RODILES,1.17,8.3,319,17.8,E,alta,18.5,19,3,No
S100105,2024-04-06,Pantin,0.64,14.5,335,13.5,E,baja,13.8,19,4,No
S100673,2023-12-17,mundaka,0.64,12.1,320,8.9,S,baja,22.1,16,4,No
S100642,2025-01-23,Rodiles,0.66,12.7,337,5.7,S,alta,16.3,22,4,No
S101269,2024-02-13,Mundaka,2.03,7.7,277,39.9,N,baja,18.5,24,3,No
S100665,2022-09-24,Pantin,1.47,4.6,255,5.1,NW,alta,11.0,22,3,No
S100509,2022-10-04,Zarautz,2.42,9.8,314,10.1,SW,alta,20.4,21,4,No
S100131,2023-10-07,Somo,1.59,3.0,328,14.0,S,baja,19.4,28,3,No
S100444,2022-10-01,Somo ,2.46,10.3,339,8.2,E,baja,14.2,22,4,No
S100866,2023-10-09,Pantin,0.77,11.3,295,,NW,baja,13.8,21,4,Yes
S100613,2022-10-26,Sopela,0.87,9.4,336,6.8,NE,media,14.0,19,4,No
S101776,2024-09-17,Zarautz,0.71,13.1,298,13.8,N,alta,19.6,20,3,No
S100057,2024-02-25,Mundaka ,0.34,9.2,331,21.5,S,baja,17.2,26,4,No
S101814,2023-10-19,RODILES,1.53,17.0,267,20.0,NW,alta,16.3,26,4,No
S101334,2023-06-28,Somo,0.84,19.7,321,17.5,S,media,15.1,19,4,Yes
S101132,2024-08-08,Pantin,1.37,20.0,326,7.1,S,baja,16.9,19,5,Yes
S100086,2023-10-06,Mundaka,2.3,13.7,318,16.7,NW,baja,14.0,26,3,No
S101850,2023-06-11,Mundaka,0.41,6.3,318,,SW,alta,14.2,23,4,No
S100771,2024-05-09,Rodiles,0.51,6.1,267,11.6,NW,media,19.1,19,4,No
S101405,2024-01-30,Mundaka,1.28,12.4,296,,NE,media,17.9,23,4,Yes
S100708,2023-02-28,Sopela,0.49,12.4,337,39.6,NW,alta,13.8,14,3,No
S101556,2024-08-29,RODILES,1.25,6.9,319,13.5,E,alta,16.1,23,3,No
S101338,2022-12-06,Pantin,1.67,12.0,263,15.2,,alta,17.8,24,4,No
S101561,2022-11-16,Zarautz,0.29,6.1,289,19.0,E,media,21.0,24,3,No
S100538,2023-06-20,Somo,2.14,11.5,354,6.7,N,media,14.6,21,4,No
S101435,2024-08-22,Mundaka,1.14,14.8,253,23.1,N,media,17.4,19,4,No
S101178,2023-08-16,Zarautz,2.17,4.6,253,15.8,NW,baja,16.9,24,3,No
S101552,2023-11-24,Somo,0.25,5.8,318,15.3,SE,baja,14.2,17,3,No
S101305,2023-06-06,Pantin,0.67,8.8,277,12.0,E,baja,13.3,21,4,No
S100418,2025-01-30,Zarautz,1.0,14.9,263,44.4,W,media,19.8,24,3,No
S101845,2023-07-09,Somo,0.45,13.1,263,26.9,W,alta,18.8,19,3,No
S101702,2023-11-30,Pantin,1.24,10.7,270,11.4,E,media,13.6,23,4,Yes
S101279,2023-12-25,Rodiles,1.23,4.4,253,29.2,N,alta,19.8,23,3,No
S100851,2023-12-20,Pantin,1.54,11.3,340,5.0,N,media,21.5,27,3,No
S101747,2022-12-17,Sopela ,2.04,9.2,357,21.8,S,media,13.2,27,4,No
S101724,2024-11-07,Somo ,1.04,11.6,313,29.1,SE,baja,18.2,21,4,No
S101688,2022-10-08,Rodiles,2.36,10.3,309,4.3,SW,baja,16.1,30,4,No
S101760,2023-07-19,Sopela,0.3,8.3,263,6.8,S,media,15.9,22,3,No
S101297,2023-04-11,PANTIN,0.44,12.6,284,17.0,SW,media,17.0,28,4,Yes
S101979,2025-02-13,Pantin,0.97,11.8,303,,SW,media,17.7,20,4,Yes
S101793,2023-06-07,Zarautz,0.45,7.9,339,57.1,SE,baja,15.7,18,4,Yes
S100304,2023-05-29,Somo,0.99,11.6,272,15.2,NW,media,17.2,29,4,Yes
S101707,2023-08-18,Rodiles,0.99,10.2,347,8.8,N,media,11.5,15,4,No
S100335,2023-02-17,Pantin,0.53,8.0,288,7.7,S,media,18.5,15,3,No
S100995,2024-07-14,Somo,2.33,12.3,305,10.4,NE,media,17.1,22,4,No
S100569,2023-02-19,Somo,0.3,10.3,304,24.3,SE,alta,15.8,23,4,No
S100088,2023-08-17,Pantin,2.19,8.6,269,5.7,E,baja,19.5,39,3,No
S100874,2023-10-04,Pantin,0.82,9.0,265,11.2,SW,alta,18.2,27,4,No
S101149,2023-06-18,rodiles,0.79,8.0,268,14.5,S,baja,14.8,18,4,No
S101773,2025-02-05,SOPELA,0.44,9.1,351,14.7,SE,alta, ,25,3,No
S100712,2024-01-22,Pantin,0.2,6.4,307,7.5,SE,alta,16.0,24,3,No
S101744,2023-01-26,Zarautz,1.03,13.7,295,12.7,S,media,15.3,19,4,Yes
S101847,2024-12-09,SOMO,0.29,9.4,346,16.0,W,baja,16.9,21,4,No
S101379,2023-08-10,Somo,3.63,6.6,263,8.6,SE,alta,18.4,37,3,No
S100221,2023-05-30,Sopela ,0.54,6.9,351,7.6,S,alta,14.0,28,4,No
S100319,2023-06-08,Pantin,1.79,9.5,328,23.3,SW,baja,13.8,28,5,Yes
S101753,2022-09-02,sopela,1.33,12.0,329,5.6,S,baja,16.9,25,4,Yes
S100878,2024-02-18,Somo,0.26,11.1,321,10.2,SE,baja,17.7,25,4,No
S101799,2023-02-21,Somo,0.62,11.9,291,6.9,,baja,16.6,27,3,No
S100825,2023-12-05,MUNDAKA,1.69,11.3,307,15.3,,media,18.1,27,4,No
S101983,2023-09-16,Pantin,1.86,14.6,286,3.2,SE,media,14.9,29,4,Yes
S101465,2024-01-30,Mundaka,2.06,12.6,345,5.7,NE,baja,17.4,21,3,No
S100138,2022-10-30,SOPELA,4.37,11.7,279,13.9,N,alta, ,31,2,No
S100163,2022-12-12,Sopela ,0.5,11.9,308,40.9,W,alta,17.6,26,3,No
S101779,2023-04-18,pantin,0.58,8.2,311,34.1,W,alta,14.0,24,3,No
S101448,2024-06-12,Pantin,0.26,8.0,305,19.6,W,baja,16.1,19,3,No
S100960,2023-05-14,Mundaka,1.66,6.9,318,10.3,S,media,17.0,22,4,No
S101438,2024-02-12,Zarautz,0.38,10.4,273,26.4,N,media,16.3,20,3,No
S101240,2023-12-01,Somo,1.07,10.6,267,33.4,N,media,20.7,22,3,No
S101177,2024-08-02,Zarautz,0.91,13.2,293,8.6,NW,baja,20.8,17,5,Yes
S101927,2023-05-05,Mundaka,1.09,4.8,261,22.1,,baja,16.5,27,3,No
S101298,2023-09-23,SOMO,1.22,13.6,280,17.4,S,media,17.9,18,4,Yes
S101802,2024-06-23,SOPELA,0.39,9.7,324,5.8,NW,media,15.9,12,4,No
S100633,2024-06-25,Sopela,3.04,10.3,345,31.3,NE,baja,20.7,30,3,No
S101186,2023-10-28,Mundaka,1.06,11.4,314,8.4,SE,baja,19.9,20,5,Yes
S100655,2024-10-03,Somo,0.94,6.8,303,,,baja,15.5,20,4,No
S100016,2023-06-26,Somo,1.22,5.1,258,10.2,W,alta,16.3,17,3,No
S101628,2024-06-09,Sopela,0.38,8.1,284,12.3,N,alta,13.5,18,3,No
S101249,2024-04-24,Rodiles,0.37,15.0,314,8.1,S,alta,17.6,21,4,Yes
S100137,2024-06-20,Mundaka,1.19,10.6,250,3.7,S,media,18.6,23,4,Yes
S101223,2023-06-22,Somo ,0.49,7.0,270,40.3,S,baja,17.7,17,4,No
S100697,2024-07-28,Somo,2.07,8.5,327,40.4,NE,baja,17.8,26,3,No
S101097,2022-12-13,Pantin,1.31,8.9,317,16.2,E,media,18.3,24,3,No
S101801,2023-01-08,Sopela,0.6,4.7,278,27.3,SE,media,16.3,18,4,No
S100448,2023-02-17,Somo,1.67,8.5,256,2.5,SW,alta,15.0,23,5,Yes
S101893,2023-03-08,Pantin,1.84,10.7,340,6.7,NW,baja,16.9,19,4,No
S100327,2024-06-05,Mundaka,3.31,11.2,313,6.5,N,media,17.7,25,3,No
S100317,2024-12-03,PANTIN,1.45,10.7,263,18.1,S,media,11.0,19,5,Yes
S101527,2023-04-12,Mundaka,0.96,6.6,322,46.8,W,media,17.2,20,2,No
S100526,2022-09-13,Rodiles,1.1,14.0,268,22.7,NW,alta,18.5,26,4,No
S100087,2023-10-08,Zarautz,1.19,13.6,283,18.0,E,alta,23.0,16,3,No
S101554,2024-03-10,Sopela,0.3,5.0,292,22.9,S,baja,19.3,18,4,No
S100148,2022-11-26,Pantin,3.91,11.6,341,6.8,E,media,16.8,33,3,No
S101620,2024-12-22,Zarautz,2.04,14.8,290,22.5,W,baja,15.2,29,3,No
S101206,2025-02-05,Somo,1.65,4.1,360,60.0,,baja,16.3,25,2,No
S101764,2023-10-26,SOMO,1.86,14.1,297,28.2,S,baja,16.2,30,3,No
S100365,2023-11-17,Somo,1.47,11.2,343,5.6,S,baja,17.1,25,4,Yes
S100589,2023-11-13,Rodiles ,2.47,6.6,318,12.8,S,alta,16.8,24,4,Yes
S101510,2023-08-02,Sopela,2.71,16.1,357,6.3,NW,baja,11.4,25,3,No
S100198,2023-01-21,Sopela,0.79,7.5,339,5.6,SE,baja,23.0,12,4,No
S101894,2024-07-01,Mundaka,2.09,5.1,282,13.9,SW,alta,11.7,30,5,No
S100192,2023-04-27,Somo,1.02,13.1,312,24.9,SE,baja,15.2,26,4,Yes
S100404,2024-09-01,Sopela ,0.2,11.6,291,20.2,S,media,16.0,17,4,No
S101731,2023-06-19,Rodiles,1.19,6.1,358,49.2,SE,baja,17.2,21,4,Yes
S101984,2024-06-09,SOMO,1.97,8.4,261,17.1,S,media,18.9,29,4,Yes
S100483,2024-01-20,Pantin,0.26,6.6,325,30.0,W,media,15.3,19,3,No
S101459,2024-07-13,Somo,1.02,12.6,287,28.5,W,baja,21.8,24,4,No
S100791,2024-12-13,Sopela,1.36,9.4,276,21.7,S,alta,16.0,20,4,Yes
S100799,2024-04-06,Sopela,0.92,7.8,311,11.2,SW,media,15.2,24,4,No
S100384,2023-04-09,Mundaka,0.64,8.7,302,19.5,W,alta,18.3,22,3,No
S100750,2024-06-15,Rodiles,1.37,3.0,284,7.3,NE,media, ,22,4,No
S100422,2023-02-04,Pantin,1.93,9.7,298,12.4,W,baja,15.6,24,3,No
S100314,2024-10-07,ZARAUTZ,2.75,10.3,265,8.6,N,alta,20.1,30,3,No
S101021,2025-01-11,mundaka,0.26,5.1,303,13.0,SW,alta,18.1,11,3,No
S100543,2024-02-18,Zarautz ,0.22,6.7,269,13.9,SE,alta,17.2,14,4,No
S100913,2024-12-22,Rodiles,2.2,4.7,263,11.2,S,alta, ,25,4,No
S100662,2023-11-09,Mundaka,1.69,10.1,269,,SW,media,19.1,31,4,No
S100902,2024-09-01,Zarautz,1.34,6.2,274,13.6,W,media,15.7,24,4,No
S101396,2023-11-10,Somo,0.76,7.6,293,26.2,N,baja,18.1,24,3,No
S100685,2023-01-20,Pantin,0.49,11.2,299,9.9,W,baja,15.4,11,4,No
S101675,2022-10-06,Rodiles,1.04,8.0,263,3.4,E,alta,20.0,21,3,No
S100159,2023-04-29,Pantin,99.0,16.4,257,22.9,N,media,15.3,26,4,Yes
S100999,2024-10-08,Somo,2.03,13.2,279,34.0,W,baja,16.9,27,4,No
S101611,2023-01-20,Mundaka,1.6,9.8,352,17.9,NW,baja,16.2,23,4,No
S101775,2024-10-04,Mundaka,1.42,11.7,307,21.8,SE,baja,20.8,25,4,Yes
S100202,2023-03-19,Sopela,1.42,6.7,254,2.8,S,media,13.2,24,4,Yes
S101023,2024-05-29,Rodiles,1.33,14.0,264,20.2,NW,alta,12.9,26,3,No
S101531,2024-08-12,Mundaka,0.95,7.4,353,11.6,SW,media,12.0,34,4,Yes
S101187,2022-11-18,Somo,1.45,7.7,253,11.3,NW,media,12.9,16,4,Yes
S100112,2023-10-21,Somo,1.43,12.7,261,3.4,N,media,17.8,23,4,Yes
S101805,2024-05-27,Mundaka,0.98,14.0,290,14.3,W,alta,17.1,20,4,No
S101232,2023-10-02,rodiles,1.15,7.2,262,4.6,SE,media,20.1,26,3,No
S100980,2023-05-23,Somo,1.74,13.8,350,,E,alta,14.7,22,4,No
S100922,2023-10-30,Sopela,1.53,8.8,315,10.6,SE,baja,20.7,27,4,Yes
S101483,2023-02-18,Mundaka,1.74,7.8,282,23.7,NW,alta,16.3,24,4,No
S101587,2023-01-17,Mundaka ,0.87,6.3,302,17.3,N,alta,16.9,23,4,No
S101481,2023-03-10,Mundaka,0.9,17.7,256,12.2,,alta,15.1,25,4,Yes
S101241,2024-03-13,PANTIN,0.53,10.3,338,6.4,NE,alta,15.9,19,4,No
S100815,2023-04-15,Rodiles,0.58,12.0,293,11.2,S,media,16.5,29,4,No
S101420,2024-06-06,rodiles,0.6,4.2,264,27.6,NW,media,19.5,13,3,No
S101631,2023-08-18,Rodiles,1.88,13.1,309,16.5,NW,media,18.5,23,4,No
S100679,2023-12-13,Rodiles,3.19,9.6,360,25.7,NE,baja,18.1,29,3,No
S101093,2023-11-07,Sopela ,1.44,3.0,262,5.2,NE,alta,18.1,19,4,No
S100080,2024-11-17,Rodiles,1.04,8.5,309,8.3,NE,media,15.0,21,3,No
S101758,2024-09-04,Somo,1.0,18.7,289,,W,alta,17.7,25,4,Yes
S101342,2024-09-30,Mundaka,1.01,12.4,358,8.3,NW,alta,15.9,21,4,Yes
S101763,2024-12-02,Somo,2.63,5.9,291,2.5,NW,alta,18.0,28,3,No
S100752,2024-03-04,Mundaka,1.67,11.6,286,10.7,W,alta,15.0,13,4,Yes
S101317,2024-10-31,Somo,2.36,15.9,282,19.7,SW,alta,14.1,23,4,Yes
S101054,2024-12-18,Mundaka,0.48,6.6,263,23.3,W,media,12.6,14,3,No
S100242,2024-12-05,Mundaka,0.25,4.8,329,5.8,S,media,17.5,14,4,No
S101806,2023-03-31,Mundaka,0.28,7.5,275,9.1,E,baja,16.7,13,4,No
S100641,2022-09-12,rodiles,0.21,8.9,278,2.5,E,media,11.0,17,3,No
S100696,2024-11-03,Pantin ,0.51,8.5,275,17.1,N,baja,18.4,18,3,No
S100209,2024-03-30,Pantin,0.29,14.1,285,18.7,NE,alta,16.4,17,3,No
S101131,2024-08-31,Pantin,0.47,12.6,318,11.5,N,media,17.3,20,3,No
S100770,2024-01-19,Somo,0.44,10.7,277,,W,media,19.2,19,4,No
S101752,2023-03-06,Somo,0.71,12.9,322,8.2,NW,media,17.3,25,4,Yes
S100435,2022-09-12,Mundaka,2.43,10.7,337,12.4,,media,14.8,25,3,No
S101063,2022-09-15,pantin,0.34,4.0,305,14.2,NE,baja,20.3,17,3,No
S100974,2023-06-03,Mundaka ,0.71,8.3,324,,N,media,17.0,16,3,No
S100551,2024-09-07,Sopela,1.16,7.6,318,11.9,S,media,16.5,19,4,Yes
S101692,2023-08-03,Somo,2.92,13.0,254,4.0,NW,media,17.7,34,3,No
S101449,2024-09-07,Mundaka,0.77,3.8,279,19.9,SE,alta,12.6,16,4,No
S101013,2023-11-21,Zarautz,1.53,9.1,279,9.7,SE,media,16.5,18,5,Yes
S101884,2024-09-07,Somo,0.36,6.3,347,14.8,N,alta,17.5,25,3,No
S100466,2023-07-27,Mundaka,0.79,9.7,339,36.2,S,media,17.6,20,4,No
S101656,2024-08-23,Rodiles,0.29,4.1,354,11.1,NE,baja,18.4,22,2,No
S101304,2024-11-28,Somo,0.72,8.5,339,15.6,S,alta,19.7,20,4,Yes
S100277,2024-07-31,pantin,0.91,11.7,348,18.8,N,alta,16.9,22,4,No
S101069,2024-05-27,Mundaka,0.89,11.1,344,9.5,E,baja,15.9,34,3,No
S101017,2024-05-06,SOPELA,1.04,7.0,334,8.2,N,baja,18.6,22,4,No
S101320,2023-03-18,MUNDAKA,0.94,10.0,320,8.7,E,alta,18.0,15,4,No
S100722,2023-02-08,Rodiles,1.4,12.0,254,19.8,NE,alta,20.1,18,4,No
S101950,2024-03-17,rodiles,0.52,10.4,267,22.7,W,baja,14.4,24,4,No
S100786,2024-04-07,Mundaka,0.5,6.4,340,6.1,SW,baja,18.3,14,3,No
